"is_in_union","division_numeric_code","population_count","age_range","mid_year"
"Y",332,1690401,"15-49","2025"
"Y",340,1670410,"15-49","2025"
"Y",344,858549,"15-49","2025"
"Y",348,1086103,"15-49","2025"
"Y",352,35522,"15-49","2025"
"Y",356,270885921,"15-49","2025"
"Y",360,51014409,"15-49","2025"
"Y",364,16237511,"15-49","2025"
"Y",368,7565550,"15-49","2025"
"Y",372,605786,"15-49","2025"
"Y",376,1011074,"15-49","2025"
"Y",380,5948928,"15-49","2025"
"Y",384,4176841,"15-49","2025"
"Y",388,256087,"15-49","2025"
"Y",392,10523358,"15-49","2025"
"Y",398,2827275,"15-49","2025"
"Y",400,1533128,"15-49","2025"
"Y",404,8778073,"15-49","2025"
"Y",408,4010724,"15-49","2025"
"Y",410,5726598,"15-49","2025"
"Y",414,605783,"15-49","2025"
"Y",417,1138739,"15-49","2025"
"Y",418,1258835,"15-49","2025"
"Y",422,788598,"15-49","2025"
"Y",426,331208,"15-49","2025"
"Y",428,174372,"15-49","2025"
"Y",430,763761,"15-49","2025"
"Y",434,1200527,"15-49","2025"
"Y",438,5455,"15-49","2025"
"Y",440,260556,"15-49","2025"
"Y",442,78937,"15-49","2025"
"Y",446,83878,"15-49","2025"
"Y",450,5272986,"15-49","2025"
"Y",454,3429711,"15-49","2025"
"Y",458,5402034,"15-49","2025"
"Y",462,78622,"15-49","2025"
"Y",466,4165975,"15-49","2025"
"Y",470,58992,"15-49","2025"
"Y",474,35674,"15-49","2025"
"Y",478,769888,"15-49","2025"
"Y",480,199846,"15-49","2025"
"Y",484,20930605,"15-49","2025"
"Y",496,506396,"15-49","2025"
"Y",498,723158,"15-49","2025"
"Y",499,80200,"15-49","2025"
"Y",500,421,"15-49","2025"
"Y",504,5855645,"15-49","2025"
"Y",508,5553500,"15-49","2025"
"Y",512,594525,"15-49","2025"
"Y",516,240692,"15-49","2025"
"Y",520,1621,"15-49","2025"
"Y",524,7555756,"15-49","2025"
"Y",528,1908502,"15-49","2025"
"Y",531,18781,"15-49","2025"
"Y",533,9730,"15-49","2025"
"Y",540,35202,"15-49","2025"
"Y",548,55185,"15-49","2025"
"Y",554,636650,"15-49","2025"
"Y",558,1066295,"15-49","2025"
"Y",562,5139059,"15-49","2025"
"Y",566,35926510,"15-49","2025"
"Y",578,616669,"15-49","2025"
"Y",583,16581,"15-49","2025"
"Y",584,11377,"15-49","2025"
"Y",585,1760,"15-49","2025"
"Y",586,40150707,"15-49","2025"
"Y",591,659171,"15-49","2025"
"Y",598,1597864,"15-49","2025"
"Y",600,1158525,"15-49","2025"
"Y",604,5151717,"15-49","2025"
"Y",608,18132273,"15-49","2025"
"Y",616,4778092,"15-49","2025"
"Y",620,1073935,"15-49","2025"
"Y",624,265028,"15-49","2025"
"Y",626,201435,"15-49","2025"
"Y",630,311383,"15-49","2025"
"Y",634,300213,"15-49","2025"
"Y",638,75887,"15-49","2025"
"Y",642,2152143,"15-49","2025"
"Y",643,17069302,"15-49","2025"
"Y",646,1962446,"15-49","2025"
"Y",659,8213,"15-49","2025"
"Y",660,1678,"15-49","2025"
"Y",662,27030,"15-49","2025"
"Y",670,14836,"15-49","2025"
"Y",678,31477,"15-49","2025"
"Y",682,5139940,"15-49","2025"
"Y",686,3150667,"15-49","2025"
"Y",688,983009,"15-49","2025"
"Y",690,10056,"15-49","2025"
"Y",694,1346485,"15-49","2025"
"Y",702,723142,"15-49","2025"
"Y",703,619000,"15-49","2025"
"Y",704,18345591,"15-49","2025"
"Y",705,197868,"15-49","2025"
"Y",706,2297533,"15-49","2025"
"Y",710,6261030,"15-49","2025"
"Y",716,2519696,"15-49","2025"
"Y",724,5232522,"15-49","2025"
"Y",728,1980032,"15-49","2025"
"Y",729,7394125,"15-49","2025"
"Y",732,114442,"15-49","2025"
"Y",740,79926,"15-49","2025"
"Y",748,158419,"15-49","2025"
"Y",752,1172602,"15-49","2025"
"Y",756,1076025,"15-49","2025"
"Y",760,3726354,"15-49","2025"
"Y",762,1836135,"15-49","2025"
"Y",764,10631850,"15-49","2025"
"Y",768,1384605,"15-49","2025"
"Y",772,171,"15-49","2025"
"Y",776,13613,"15-49","2025"
"Y",780,175280,"15-49","2025"
"Y",784,1438762,"15-49","2025"
"Y",788,1518308,"15-49","2025"
"Y",792,14467948,"15-49","2025"
"Y",795,1055533,"15-49","2025"
"Y",796,5860,"15-49","2025"
"Y",798,2157,"15-49","2025"
"Y",800,7401129,"15-49","2025"
"Y",804,5576075,"15-49","2025"
"Y",807,317737,"15-49","2025"
"Y",818,19422198,"15-49","2025"
"Y",826,7614146,"15-49","2025"
"Y",830,20523,"15-49","2025"
"Y",834,9735517,"15-49","2025"
"Y",840,40186868,"15-49","2025"
"Y",850,9791,"15-49","2025"
"Y",854,4294644,"15-49","2025"
"Y",858,439591,"15-49","2025"
"Y",860,6367554,"15-49","2025"
"Y",862,4309162,"15-49","2025"
"Y",876,1450,"15-49","2025"
"Y",882,25361,"15-49","2025"
"Y",887,5283461,"15-49","2025"
"Y",894,2964554,"15-49","2025"
"N",4,3197919,"15-49","2025"
"N",8,223673,"15-49","2025"
"N",12,5414761,"15-49","2025"
"N",16,6787,"15-49","2025"
"N",24,4148991,"15-49","2025"
"N",28,14372,"15-49","2025"
"N",31,963633,"15-49","2025"
"N",32,4773563,"15-49","2025"
"N",36,2721805,"15-49","2025"
"N",40,774136,"15-49","2025"
"N",44,66620,"15-49","2025"
"N",48,217935,"15-49","2025"
"N",50,8420453,"15-49","2025"
"N",51,267847,"15-49","2025"
"N",52,27678,"15-49","2025"
"N",56,1435797,"15-49","2025"
"N",60,6598,"15-49","2025"
"N",64,81232,"15-49","2025"
"N",68,1392314,"15-49","2025"
"N",70,259496,"15-49","2025"
"N",72,386072,"15-49","2025"
"N",76,28018902,"15-49","2025"
"N",84,42622,"15-49","2025"
"N",90,68943,"15-49","2025"
"N",92,4225,"15-49","2025"
"N",96,53084,"15-49","2025"
"N",100,608604,"15-49","2025"
"N",104,6647451,"15-49","2025"
"N",108,1534397,"15-49","2025"
"N",112,925104,"15-49","2025"
"N",116,1618474,"15-49","2025"
"N",120,3287906,"15-49","2025"
"N",124,4156211,"15-49","2025"
"N",132,81627,"15-49","2025"
"N",136,8284,"15-49","2025"
"N",140,377730,"15-49","2025"
"N",144,1871178,"15-49","2025"
"N",148,1377695,"15-49","2025"
"N",152,2554296,"15-49","2025"
"N",156,91932774,"15-49","2025"
"N",158,2590737,"15-49","2025"
"N",170,6045723,"15-49","2025"
"N",174,93087,"15-49","2025"
"N",175,39028,"15-49","2025"
"N",178,678176,"15-49","2025"
"N",180,9610909,"15-49","2025"
"N",184,1771,"15-49","2025"
"N",188,701965,"15-49","2025"
"N",191,413393,"15-49","2025"
"N",192,939333,"15-49","2025"
"N",196,146253,"15-49","2025"
"N",203,1192674,"15-49","2025"
"N",204,1079984,"15-49","2025"
"N",208,570608,"15-49","2025"
"N",212,10367,"15-49","2025"
"N",214,1351982,"15-49","2025"
"N",218,2095646,"15-49","2025"
"N",222,845721,"15-49","2025"
"N",226,155089,"15-49","2025"
"N",231,11359808,"15-49","2025"
"N",232,405202,"15-49","2025"
"N",233,142684,"15-49","2025"
"N",234,6609,"15-49","2025"
"N",238,275,"15-49","2025"
"N",242,97780,"15-49","2025"
"N",246,498302,"15-49","2025"
"N",250,6416664,"15-49","2025"
"N",254,54511,"15-49","2025"
"N",258,40293,"15-49","2025"
"N",262,124391,"15-49","2025"
"N",266,309312,"15-49","2025"
"N",268,294715,"15-49","2025"
"N",270,257306,"15-49","2025"
"N",275,525236,"15-49","2025"
"N",276,7441351,"15-49","2025"
"N",288,4306022,"15-49","2025"
"N",292,4121,"15-49","2025"
"N",296,11954,"15-49","2025"
"N",300,951488,"15-49","2025"
"N",304,8013,"15-49","2025"
"N",308,16361,"15-49","2025"
"N",312,42459,"15-49","2025"
"N",316,21861,"15-49","2025"
"N",320,2270840,"15-49","2025"
"N",324,1358580,"15-49","2025"
"N",328,81365,"15-49","2025"
"N",332,1594437,"15-49","2025"
"N",340,1275309,"15-49","2025"
"N",344,956271,"15-49","2025"
"N",348,978639,"15-49","2025"
"N",352,44082,"15-49","2025"
"N",356,104099337,"15-49","2025"
"N",360,22367942,"15-49","2025"
"N",364,7148753,"15-49","2025"
"N",368,3873034,"15-49","2025"
"N",372,576631,"15-49","2025"
"N",376,1104876,"15-49","2025"
"N",380,5571082,"15-49","2025"
"N",384,3208077,"15-49","2025"
"N",388,518870,"15-49","2025"
"N",392,12174452,"15-49","2025"
"N",398,1856435,"15-49","2025"
"N",400,1240836,"15-49","2025"
"N",404,7326048,"15-49","2025"
"N",408,2176691,"15-49","2025"
"N",410,5010809,"15-49","2025"
"N",414,339952,"15-49","2025"
"N",417,594310,"15-49","2025"
"N",418,841432,"15-49","2025"
"N",422,886299,"15-49","2025"
"N",426,250681,"15-49","2025"
"N",428,180588,"15-49","2025"
"N",430,641556,"15-49","2025"
"N",434,763732,"15-49","2025"
"N",438,2967,"15-49","2025"
"N",440,222656,"15-49","2025"
"N",442,76381,"15-49","2025"
"N",446,82952,"15-49","2025"
"N",450,2600662,"15-49","2025"
"N",454,2152935,"15-49","2025"
"N",458,3626490,"15-49","2025"
"N",462,40844,"15-49","2025"
"N",466,1231722,"15-49","2025"
"N",470,35456,"15-49","2025"
"N",474,36918,"15-49","2025"
"N",478,533703,"15-49","2025"
"N",480,118643,"15-49","2025"
"N",484,14888903,"15-49","2025"
"N",496,378399,"15-49","2025"
"N",498,285885,"15-49","2025"
"N",499,61272,"15-49","2025"
"N",500,628,"15-49","2025"
"N",504,4012319,"15-49","2025"
"N",508,3324099,"15-49","2025"
"N",512,469836,"15-49","2025"
"N",516,495060,"15-49","2025"
"N",520,1184,"15-49","2025"
"N",524,2074983,"15-49","2025"
"N",528,1640788,"15-49","2025"
"N",531,17867,"15-49","2025"
"N",533,14355,"15-49","2025"
"N",540,38009,"15-49","2025"
"N",548,31673,"15-49","2025"
"N",554,477904,"15-49","2025"
"N",558,822438,"15-49","2025"
"N",562,1122324,"15-49","2025"
"N",566,18799293,"15-49","2025"
"N",578,625215,"15-49","2025"
"N",583,14260,"15-49","2025"
"N",584,4525,"15-49","2025"
"N",585,2096,"15-49","2025"
"N",586,21034321,"15-49","2025"
"N",591,496632,"15-49","2025"
"N",598,904714,"15-49","2025"
"N",600,837002,"15-49","2025"
"N",604,3785229,"15-49","2025"
"N",608,12396055,"15-49","2025"
"N",616,3513333,"15-49","2025"
"N",620,992083,"15-49","2025"
"N",624,297837,"15-49","2025"
"N",626,160506,"15-49","2025"
"N",630,321740,"15-49","2025"
"N",634,199965,"15-49","2025"
"N",638,134187,"15-49","2025"
"N",642,1807280,"15-49","2025"
"N",643,15704751,"15-49","2025"
"N",646,1824064,"15-49","2025"
"N",659,6044,"15-49","2025"
"N",660,2129,"15-49","2025"
"N",662,22375,"15-49","2025"
"N",670,13280,"15-49","2025"
"N",678,27403,"15-49","2025"
"N",682,3799254,"15-49","2025"
"N",686,1607900,"15-49","2025"
"N",688,913100,"15-49","2025"
"N",690,12614,"15-49","2025"
"N",694,890158,"15-49","2025"
"N",702,599619,"15-49","2025"
"N",703,601783,"15-49","2025"
"N",704,6900332,"15-49","2025"
"N",705,211120,"15-49","2025"
"N",706,1926608,"15-49","2025"
"N",710,10800810,"15-49","2025"
"N",716,1800326,"15-49","2025"
"N",724,4309716,"15-49","2025"
"N",728,1081684,"15-49","2025"
"N",729,4898589,"15-49","2025"
"N",732,65782,"15-49","2025"
"N",740,71379,"15-49","2025"
"N",748,181583,"15-49","2025"
"N",752,1002518,"15-49","2025"
"N",756,814398,"15-49","2025"
"N",760,2446828,"15-49","2025"
"N",762,736021,"15-49","2025"
"N",764,5579654,"15-49","2025"
"N",768,950715,"15-49","2025"
"N",772,154,"15-49","2025"
"N",776,13475,"15-49","2025"
"N",780,175422,"15-49","2025"
"N",784,693520,"15-49","2025"
"N",788,1513599,"15-49","2025"
"N",792,7537818,"15-49","2025"
"N",795,598922,"15-49","2025"
"N",796,4777,"15-49","2025"
"N",798,979,"15-49","2025"
"N",800,5589223,"15-49","2025"
"N",804,4146960,"15-49","2025"
"N",807,164237,"15-49","2025"
"N",818,7907846,"15-49","2025"
"N",826,7423762,"15-49","2025"
"N",830,17950,"15-49","2025"
"N",834,6852436,"15-49","2025"
"N",840,37006594,"15-49","2025"
"N",850,10795,"15-49","2025"
"N",854,1446900,"15-49","2025"
"N",858,386695,"15-49","2025"
"N",860,3007187,"15-49","2025"
"N",862,3892034,"15-49","2025"
"N",876,1021,"15-49","2025"
"N",882,21450,"15-49","2025"
"N",887,3453052,"15-49","2025"
"N",894,2357635,"15-49","2025"
"Y",4,7965743,"15-49","2026"
"Y",8,392142,"15-49","2026"
"Y",12,6203114,"15-49","2026"
"Y",16,7052,"15-49","2026"
"Y",24,5118281,"15-49","2026"
"Y",28,10978,"15-49","2026"
"Y",31,1647138,"15-49","2026"
"Y",32,6984875,"15-49","2026"
"Y",36,3385696,"15-49","2026"
"Y",40,1118920,"15-49","2026"
"Y",44,43382,"15-49","2026"
"Y",48,167224,"15-49","2026"
"Y",50,39751490,"15-49","2026"
"Y",51,468573,"15-49","2026"
"Y",52,36558,"15-49","2026"
"Y",56,1022620,"15-49","2026"
"Y",60,5372,"15-49","2026"
"Y",64,136823,"15-49","2026"
"Y",68,1859135,"15-49","2026"
"Y",70,431588,"15-49","2026"
"Y",72,323057,"15-49","2026"
"Y",76,29033752,"15-49","2026"
"Y",84,79395,"15-49","2026"
"Y",90,115049,"15-49","2026"
"Y",92,3579,"15-49","2026"
"Y",96,63304,"15-49","2026"
"Y",100,739857,"15-49","2026"
"Y",104,8831781,"15-49","2026"
"Y",108,1839402,"15-49","2026"
"Y",112,1116307,"15-49","2026"
"Y",116,3237421,"15-49","2026"
"Y",120,4274415,"15-49","2026"
"Y",124,4653753,"15-49","2026"
"Y",132,76635,"15-49","2026"
"Y",136,7007,"15-49","2026"
"Y",140,967186,"15-49","2026"
"Y",144,3428821,"15-49","2026"
"Y",148,3157968,"15-49","2026"
"Y",152,2106153,"15-49","2026"
"Y",156,225749373,"15-49","2026"
"Y",158,2733259,"15-49","2026"
"Y",170,7624441,"15-49","2026"
"Y",174,151855,"15-49","2026"
"Y",175,42143,"15-49","2026"
"Y",178,860100,"15-49","2026"
"Y",180,14667612,"15-49","2026"
"Y",184,2236,"15-49","2026"
"Y",188,644033,"15-49","2026"
"Y",191,409888,"15-49","2026"
"Y",192,1363023,"15-49","2026"
"Y",196,154679,"15-49","2026"
"Y",203,1051056,"15-49","2026"
"Y",204,2313633,"15-49","2026"
"Y",208,681112,"15-49","2026"
"Y",212,7984,"15-49","2026"
"Y",214,1561299,"15-49","2026"
"Y",218,2727461,"15-49","2026"
"Y",222,1000350,"15-49","2026"
"Y",226,223652,"15-49","2026"
"Y",231,22209956,"15-49","2026"
"Y",232,574283,"15-49","2026"
"Y",233,124274,"15-49","2026"
"Y",234,3165,"15-49","2026"
"Y",238,407,"15-49","2026"
"Y",242,133531,"15-49","2026"
"Y",246,656343,"15-49","2026"
"Y",250,7284774,"15-49","2026"
"Y",254,31301,"15-49","2026"
"Y",258,31397,"15-49","2026"
"Y",262,147902,"15-49","2026"
"Y",266,308637,"15-49","2026"
"Y",268,560698,"15-49","2026"
"Y",270,432352,"15-49","2026"
"Y",275,949396,"15-49","2026"
"Y",276,8841417,"15-49","2026"
"Y",288,4340563,"15-49","2026"
"Y",292,3438,"15-49","2026"
"Y",296,20943,"15-49","2026"
"Y",300,1069332,"15-49","2026"
"Y",304,5406,"15-49","2026"
"Y",308,12376,"15-49","2026"
"Y",312,39285,"15-49","2026"
"Y",316,19426,"15-49","2026"
"Y",320,3115074,"15-49","2026"
"Y",324,2447822,"15-49","2026"
"Y",328,115076,"15-49","2026"
"Y",332,1704691,"15-49","2026"
"Y",340,1693242,"15-49","2026"
"Y",344,848432,"15-49","2026"
"Y",348,1068148,"15-49","2026"
"Y",352,35597,"15-49","2026"
"Y",356,272187101,"15-49","2026"
"Y",360,51013814,"15-49","2026"
"Y",364,16182953,"15-49","2026"
"Y",368,7731448,"15-49","2026"
"Y",372,599816,"15-49","2026"
"Y",376,1017491,"15-49","2026"
"Y",380,5842708,"15-49","2026"
"Y",384,4274620,"15-49","2026"
"Y",388,258659,"15-49","2026"
"Y",392,10307422,"15-49","2026"
"Y",398,2822851,"15-49","2026"
"Y",400,1537201,"15-49","2026"
"Y",404,8958381,"15-49","2026"
"Y",408,4007294,"15-49","2026"
"Y",410,5637971,"15-49","2026"
"Y",414,599687,"15-49","2026"
"Y",417,1144609,"15-49","2026"
"Y",418,1272223,"15-49","2026"
"Y",422,779099,"15-49","2026"
"Y",426,334038,"15-49","2026"
"Y",428,170886,"15-49","2026"
"Y",430,780567,"15-49","2026"
"Y",434,1196391,"15-49","2026"
"Y",438,5456,"15-49","2026"
"Y",440,254560,"15-49","2026"
"Y",442,79109,"15-49","2026"
"Y",446,84250,"15-49","2026"
"Y",450,5388158,"15-49","2026"
"Y",454,3516644,"15-49","2026"
"Y",458,5459385,"15-49","2026"
"Y",462,78643,"15-49","2026"
"Y",466,4284611,"15-49","2026"
"Y",470,58649,"15-49","2026"
"Y",474,35546,"15-49","2026"
"Y",478,786747,"15-49","2026"
"Y",480,198961,"15-49","2026"
"Y",484,20982033,"15-49","2026"
"Y",496,504666,"15-49","2026"
"Y",498,713370,"15-49","2026"
"Y",499,79514,"15-49","2026"
"Y",500,418,"15-49","2026"
"Y",504,5883013,"15-49","2026"
"Y",508,5686143,"15-49","2026"
"Y",512,599633,"15-49","2026"
"Y",516,246439,"15-49","2026"
"Y",520,1620,"15-49","2026"
"Y",524,7621324,"15-49","2026"
"Y",528,1902249,"15-49","2026"
"Y",531,18893,"15-49","2026"
"Y",533,9765,"15-49","2026"
"Y",540,35518,"15-49","2026"
"Y",548,56301,"15-49","2026"
"Y",554,638964,"15-49","2026"
"Y",558,1072527,"15-49","2026"
"Y",562,5314176,"15-49","2026"
"Y",566,36722668,"15-49","2026"
"Y",578,618798,"15-49","2026"
"Y",583,16809,"15-49","2026"
"Y",584,11680,"15-49","2026"
"Y",585,1730,"15-49","2026"
"Y",586,40873300,"15-49","2026"
"Y",591,663691,"15-49","2026"
"Y",598,1621715,"15-49","2026"
"Y",600,1172581,"15-49","2026"
"Y",604,5170606,"15-49","2026"
"Y",608,18306658,"15-49","2026"
"Y",616,4700165,"15-49","2026"
"Y",620,1050125,"15-49","2026"
"Y",624,269073,"15-49","2026"
"Y",626,205783,"15-49","2026"
"Y",630,312095,"15-49","2026"
"Y",634,305218,"15-49","2026"
"Y",638,76148,"15-49","2026"
"Y",642,2103036,"15-49","2026"
"Y",643,16816049,"15-49","2026"
"Y",646,2015739,"15-49","2026"
"Y",659,8180,"15-49","2026"
"Y",660,1685,"15-49","2026"
"Y",662,26993,"15-49","2026"
"Y",670,14836,"15-49","2026"
"Y",678,32229,"15-49","2026"
"Y",682,5105835,"15-49","2026"
"Y",686,3225746,"15-49","2026"
"Y",688,970051,"15-49","2026"
"Y",690,10012,"15-49","2026"
"Y",694,1372426,"15-49","2026"
"Y",702,717535,"15-49","2026"
"Y",703,609259,"15-49","2026"
"Y",704,18248177,"15-49","2026"
"Y",705,195077,"15-49","2026"
"Y",706,2362605,"15-49","2026"
"Y",710,6349137,"15-49","2026"
"Y",716,2560915,"15-49","2026"
"Y",724,5102087,"15-49","2026"
"Y",728,2019553,"15-49","2026"
"Y",729,7560094,"15-49","2026"
"Y",732,115739,"15-49","2026"
"Y",740,80373,"15-49","2026"
"Y",748,161286,"15-49","2026"
"Y",752,1173190,"15-49","2026"
"Y",756,1074517,"15-49","2026"
"Y",760,3852046,"15-49","2026"
"Y",762,1862883,"15-49","2026"
"Y",764,10480825,"15-49","2026"
"Y",768,1412233,"15-49","2026"
"Y",772,175,"15-49","2026"
"Y",776,13764,"15-49","2026"
"Y",780,174800,"15-49","2026"
"Y",784,1429330,"15-49","2026"
"Y",788,1514505,"15-49","2026"
"Y",792,14407661,"15-49","2026"
"Y",795,1058429,"15-49","2026"
"Y",796,5870,"15-49","2026"
"Y",798,2196,"15-49","2026"
"Y",800,7606620,"15-49","2026"
"Y",804,5458889,"15-49","2026"
"Y",807,314243,"15-49","2026"
"Y",818,19635187,"15-49","2026"
"Y",826,7592002,"15-49","2026"
"Y",830,20473,"15-49","2026"
"Y",834,9983288,"15-49","2026"
"Y",840,40352703,"15-49","2026"
"Y",850,9769,"15-49","2026"
"Y",854,4408616,"15-49","2026"
"Y",858,438739,"15-49","2026"
"Y",860,6392892,"15-49","2026"
"Y",862,4385938,"15-49","2026"
"Y",876,1415,"15-49","2026"
"Y",882,25719,"15-49","2026"
"Y",887,5397202,"15-49","2026"
"Y",894,3044356,"15-49","2026"
"N",4,3278906,"15-49","2026"
"N",8,220451,"15-49","2026"
"N",12,5520235,"15-49","2026"
"N",16,6723,"15-49","2026"
"N",24,4317955,"15-49","2026"
"N",28,14256,"15-49","2026"
"N",31,977134,"15-49","2026"
"N",32,4802730,"15-49","2026"
"N",36,2750041,"15-49","2026"
"N",40,768179,"15-49","2026"
"N",44,66227,"15-49","2026"
"N",48,222592,"15-49","2026"
"N",50,8532686,"15-49","2026"
"N",51,271020,"15-49","2026"
"N",52,27419,"15-49","2026"
"N",56,1448300,"15-49","2026"
"N",60,6545,"15-49","2026"
"N",64,81419,"15-49","2026"
"N",68,1413335,"15-49","2026"
"N",70,259006,"15-49","2026"
"N",72,391055,"15-49","2026"
"N",76,28033388,"15-49","2026"
"N",84,43234,"15-49","2026"
"N",90,71289,"15-49","2026"
"N",92,4141,"15-49","2026"
"N",96,53105,"15-49","2026"
"N",100,606948,"15-49","2026"
"N",104,6671291,"15-49","2026"
"N",108,1603663,"15-49","2026"
"N",112,929925,"15-49","2026"
"N",116,1663092,"15-49","2026"
"N",120,3418001,"15-49","2026"
"N",124,4178671,"15-49","2026"
"N",132,82178,"15-49","2026"
"N",136,8323,"15-49","2026"
"N",140,394821,"15-49","2026"
"N",144,1878777,"15-49","2026"
"N",148,1449853,"15-49","2026"
"N",152,2533122,"15-49","2026"
"N",156,92662060,"15-49","2026"
"N",158,2540616,"15-49","2026"
"N",170,6012143,"15-49","2026"
"N",174,95943,"15-49","2026"
"N",175,40074,"15-49","2026"
"N",178,700347,"15-49","2026"
"N",180,10041907,"15-49","2026"
"N",184,1758,"15-49","2026"
"N",188,701756,"15-49","2026"
"N",191,411799,"15-49","2026"
"N",192,938073,"15-49","2026"
"N",196,146002,"15-49","2026"
"N",203,1190620,"15-49","2026"
"N",204,1121192,"15-49","2026"
"N",208,570777,"15-49","2026"
"N",212,10244,"15-49","2026"
"N",214,1362713,"15-49","2026"
"N",218,2117634,"15-49","2026"
"N",222,845068,"15-49","2026"
"N",226,161510,"15-49","2026"
"N",231,11649347,"15-49","2026"
"N",232,420412,"15-49","2026"
"N",233,142512,"15-49","2026"
"N",234,6629,"15-49","2026"
"N",238,274,"15-49","2026"
"N",242,99398,"15-49","2026"
"N",246,501210,"15-49","2026"
"N",250,6445901,"15-49","2026"
"N",254,55257,"15-49","2026"
"N",258,40125,"15-49","2026"
"N",262,125748,"15-49","2026"
"N",266,319498,"15-49","2026"
"N",268,298097,"15-49","2026"
"N",270,268475,"15-49","2026"
"N",275,542444,"15-49","2026"
"N",276,7410434,"15-49","2026"
"N",288,4420947,"15-49","2026"
"N",292,4102,"15-49","2026"
"N",296,12293,"15-49","2026"
"N",300,945029,"15-49","2026"
"N",304,8008,"15-49","2026"
"N",308,16320,"15-49","2026"
"N",312,42005,"15-49","2026"
"N",316,21871,"15-49","2026"
"N",320,2314418,"15-49","2026"
"N",324,1419491,"15-49","2026"
"N",328,81398,"15-49","2026"
"N",332,1620548,"15-49","2026"
"N",340,1290556,"15-49","2026"
"N",344,943464,"15-49","2026"
"N",348,962065,"15-49","2026"
"N",352,44254,"15-49","2026"
"N",356,105440203,"15-49","2026"
"N",360,22648050,"15-49","2026"
"N",364,7276954,"15-49","2026"
"N",368,3968700,"15-49","2026"
"N",372,581861,"15-49","2026"
"N",376,1126376,"15-49","2026"
"N",380,5536772,"15-49","2026"
"N",384,3311223,"15-49","2026"
"N",388,515604,"15-49","2026"
"N",392,12046763,"15-49","2026"
"N",398,1921506,"15-49","2026"
"N",400,1246886,"15-49","2026"
"N",404,7530463,"15-49","2026"
"N",408,2163707,"15-49","2026"
"N",410,4928962,"15-49","2026"
"N",414,348354,"15-49","2026"
"N",417,617177,"15-49","2026"
"N",418,855792,"15-49","2026"
"N",422,860728,"15-49","2026"
"N",426,252674,"15-49","2026"
"N",428,179299,"15-49","2026"
"N",430,661149,"15-49","2026"
"N",434,775986,"15-49","2026"
"N",438,2958,"15-49","2026"
"N",440,221662,"15-49","2026"
"N",442,76611,"15-49","2026"
"N",446,82763,"15-49","2026"
"N",450,2695465,"15-49","2026"
"N",454,2239434,"15-49","2026"
"N",458,3633260,"15-49","2026"
"N",462,42021,"15-49","2026"
"N",466,1295112,"15-49","2026"
"N",470,35153,"15-49","2026"
"N",474,36374,"15-49","2026"
"N",478,551502,"15-49","2026"
"N",480,117128,"15-49","2026"
"N",484,15004007,"15-49","2026"
"N",496,390912,"15-49","2026"
"N",498,287063,"15-49","2026"
"N",499,61086,"15-49","2026"
"N",500,621,"15-49","2026"
"N",504,4047467,"15-49","2026"
"N",508,3468746,"15-49","2026"
"N",512,483227,"15-49","2026"
"N",516,503970,"15-49","2026"
"N",520,1203,"15-49","2026"
"N",524,2091488,"15-49","2026"
