"is_in_union","division_numeric_code","population_count","age_range","mid_year"
"Y",84,17876,"15-49","1979"
"Y",90,31316,"15-49","1979"
"Y",92,1275,"15-49","1979"
"Y",96,26236,"15-49","1979"
"Y",100,1599625,"15-49","1979"
"Y",104,4884085,"15-49","1979"
"Y",108,595459,"15-49","1979"
"Y",112,1669079,"15-49","1979"
"Y",116,1128836,"15-49","1979"
"Y",120,1335941,"15-49","1979"
"Y",124,4168071,"15-49","1979"
"Y",132,25341,"15-49","1979"
"Y",136,2265,"15-49","1979"
"Y",140,357190,"15-49","1979"
"Y",144,2186967,"15-49","1979"
"Y",148,770194,"15-49","1979"
"Y",152,1488759,"15-49","1979"
"Y",156,158309353,"15-49","1979"
"Y",158,2691951,"15-49","1979"
"Y",170,3351038,"15-49","1979"
"Y",174,43779,"15-49","1979"
"Y",175,5234,"15-49","1979"
"Y",178,217585,"15-49","1979"
"Y",180,4084833,"15-49","1979"
"Y",184,1928,"15-49","1979"
"Y",188,313738,"15-49","1979"
"Y",191,752422,"15-49","1979"
"Y",192,1547077,"15-49","1979"
"Y",196,105817,"15-49","1979"
"Y",203,1803291,"15-49","1979"
"Y",204,669268,"15-49","1979"
"Y",208,814066,"15-49","1979"
"Y",212,5709,"15-49","1979"
"Y",214,768035,"15-49","1979"
"Y",218,1054345,"15-49","1979"
"Y",222,594327,"15-49","1979"
"Y",226,35661,"15-49","1979"
"Y",231,5999357,"15-49","1979"
"Y",232,259650,"15-49","1979"
"Y",233,238699,"15-49","1979"
"Y",234,5582,"15-49","1979"
"Y",238,336,"15-49","1979"
"Y",242,99187,"15-49","1979"
"Y",246,758572,"15-49","1979"
"Y",250,8333514,"15-49","1979"
"Y",254,8051,"15-49","1979"
"Y",258,15026,"15-49","1979"
"Y",262,33660,"15-49","1979"
"Y",266,122382,"15-49","1979"
"Y",268,824756,"15-49","1979"
"Y",270,115363,"15-49","1979"
"Y",275,202310,"15-49","1979"
"Y",276,10869390,"15-49","1979"
"Y",288,1537866,"15-49","1979"
"Y",292,4409,"15-49","1979"
"Y",296,8495,"15-49","1979"
"Y",300,1443336,"15-49","1979"
"Y",304,6263,"15-49","1979"
"Y",308,6829,"15-49","1979"
"Y",312,38338,"15-49","1979"
"Y",316,16399,"15-49","1979"
"Y",320,1005059,"15-49","1979"
"Y",324,922607,"15-49","1979"
"Y",328,96712,"15-49","1979"
"Y",332,718166,"15-49","1979"
"Y",340,458422,"15-49","1979"
"Y",344,622062,"15-49","1979"
"Y",348,1934416,"15-49","1979"
"Y",352,32083,"15-49","1979"
"Y",356,127954287,"15-49","1979"
"Y",360,23172023,"15-49","1979"
"Y",364,6032818,"15-49","1979"
"Y",368,1845650,"15-49","1979"
"Y",372,387400,"15-49","1979"
"Y",376,542433,"15-49","1979"
"Y",380,8214255,"15-49","1979"
"Y",384,1214316,"15-49","1979"
"Y",388,235785,"15-49","1979"
"Y",392,19351689,"15-49","1979"
"Y",398,2381061,"15-49","1979"
"Y",400,297075,"15-49","1979"
"Y",404,2057156,"15-49","1979"
"Y",408,2853300,"15-49","1979"
"Y",410,5382863,"15-49","1979"
"Y",414,178025,"15-49","1979"
"Y",417,528967,"15-49","1979"
"Y",418,463554,"15-49","1979"
"Y",422,335602,"15-49","1979"
"Y",426,220302,"15-49","1979"
"Y",428,405393,"15-49","1979"
"Y",430,290172,"15-49","1979"
"Y",434,361012,"15-49","1979"
"Y",438,3842,"15-49","1979"
"Y",440,560302,"15-49","1979"
"Y",442,58175,"15-49","1979"
"Y",446,27355,"15-49","1979"
"Y",450,1222085,"15-49","1979"
"Y",454,984920,"15-49","1979"
"Y",458,2009005,"15-49","1979"
"Y",462,23738,"15-49","1979"
"Y",466,1238599,"15-49","1979"
"Y",470,48034,"15-49","1979"
"Y",474,33005,"15-49","1979"
"Y",478,211680,"15-49","1979"
"Y",480,147217,"15-49","1979"
"Y",484,8768407,"15-49","1979"
"Y",496,198729,"15-49","1979"
"Y",498,700912,"15-49","1979"
"Y",499,101033,"15-49","1979"
"Y",500,1003,"15-49","1979"
"Y",504,2850570,"15-49","1979"
"Y",508,1981507,"15-49","1979"
"Y",512,156824,"15-49","1979"
"Y",516,118373,"15-49","1979"
"Y",520,1164,"15-49","1979"
"Y",524,2834166,"15-49","1979"
"Y",528,2324344,"15-49","1979"
"Y",531,16798,"15-49","1979"
"Y",533,8941,"15-49","1979"
"Y",540,11947,"15-49","1979"
"Y",548,15511,"15-49","1979"
"Y",554,415639,"15-49","1979"
"Y",558,397912,"15-49","1979"
"Y",562,1150553,"15-49","1979"
"Y",566,12314290,"15-49","1979"
"Y",578,590059,"15-49","1979"
"Y",583,7456,"15-49","1979"
"Y",584,3489,"15-49","1979"
"Y",585,1261,"15-49","1979"
"Y",586,11948681,"15-49","1979"
"Y",591,262186,"15-49","1979"
"Y",598,551741,"15-49","1979"
"Y",600,367308,"15-49","1979"
"Y",604,2297607,"15-49","1979"
"Y",608,6394067,"15-49","1979"
"Y",616,6020896,"15-49","1979"
"Y",620,1617889,"15-49","1979"
"Y",624,138219,"15-49","1979"
"Y",626,100708,"15-49","1979"
"Y",630,418103,"15-49","1979"
"Y",634,24083,"15-49","1979"
"Y",638,63751,"15-49","1979"
"Y",642,4045247,"15-49","1979"
"Y",643,24310198,"15-49","1979"
"Y",646,696345,"15-49","1979"
"Y",659,4101,"15-49","1979"
"Y",660,514,"15-49","1979"
"Y",662,13325,"15-49","1979"
"Y",670,11976,"15-49","1979"
"Y",678,10551,"15-49","1979"
"Y",682,1187211,"15-49","1979"
"Y",686,861369,"15-49","1979"
"Y",688,1562033,"15-49","1979"
"Y",690,6517,"15-49","1979"
"Y",694,609141,"15-49","1979"
"Y",702,359744,"15-49","1979"
"Y",703,849873,"15-49","1979"
"Y",704,6953789,"15-49","1979"
"Y",705,266711,"15-49","1979"
"Y",706,873271,"15-49","1979"
"Y",710,3213151,"15-49","1979"
"Y",716,980072,"15-49","1979"
"Y",724,5101987,"15-49","1979"
"Y",728,730880,"15-49","1979"
"Y",729,2171840,"15-49","1979"
"Y",732,24133,"15-49","1979"
"Y",740,45253,"15-49","1979"
"Y",748,59346,"15-49","1979"
"Y",752,1194764,"15-49","1979"
"Y",756,980452,"15-49","1979"
"Y",760,1143800,"15-49","1979"
"Y",762,567375,"15-49","1979"
"Y",764,7041549,"15-49","1979"
"Y",768,434297,"15-49","1979"
"Y",772,170,"15-49","1979"
"Y",776,11123,"15-49","1979"
"Y",780,137941,"15-49","1979"
"Y",784,107471,"15-49","1979"
"Y",788,856226,"15-49","1979"
"Y",792,7227158,"15-49","1979"
"Y",795,406469,"15-49","1979"
"Y",796,714,"15-49","1979"
"Y",798,972,"15-49","1979"
"Y",800,1782257,"15-49","1979"
"Y",804,9012941,"15-49","1979"
"Y",807,335168,"15-49","1979"
"Y",818,6005075,"15-49","1979"
"Y",826,8714116,"15-49","1979"
"Y",830,19669,"15-49","1979"
"Y",834,2724125,"15-49","1979"
"Y",840,36517370,"15-49","1979"
"Y",850,9201,"15-49","1979"
"Y",854,1246393,"15-49","1979"
"Y",858,415718,"15-49","1979"
"Y",860,2234331,"15-49","1979"
"Y",862,1887063,"15-49","1979"
"Y",876,1036,"15-49","1979"
"Y",882,18619,"15-49","1979"
"Y",887,1171007,"15-49","1979"
"Y",894,839940,"15-49","1979"
"N",4,620775,"15-49","1979"
"N",8,228568,"15-49","1979"
"N",12,1490076,"15-49","1979"
"N",16,3560,"15-49","1979"
"N",24,548267,"15-49","1979"
"N",28,9470,"15-49","1979"
"N",31,642586,"15-49","1979"
"N",32,2730957,"15-49","1979"
"N",36,1467111,"15-49","1979"
"N",40,714201,"15-49","1979"
"N",44,28088,"15-49","1979"
"N",48,25660,"15-49","1979"
"N",50,2790691,"15-49","1979"
"N",51,314081,"15-49","1979"
"N",52,31673,"15-49","1979"
"N",56,731831,"15-49","1979"
"N",60,6387,"15-49","1979"
"N",64,30221,"15-49","1979"
"N",68,496344,"15-49","1979"
"N",70,471090,"15-49","1979"
"N",72,114488,"15-49","1979"
"N",76,12645343,"15-49","1979"
"N",84,11181,"15-49","1979"
"N",90,16056,"15-49","1979"
"N",92,1342,"15-49","1979"
"N",96,18037,"15-49","1979"
"N",100,553205,"15-49","1979"
"N",104,3017571,"15-49","1979"
"N",108,354966,"15-49","1979"
"N",112,808988,"15-49","1979"
"N",116,610959,"15-49","1979"
"N",120,513298,"15-49","1979"
"N",124,2233771,"15-49","1979"
"N",132,39458,"15-49","1979"
"N",136,1755,"15-49","1979"
"N",140,127113,"15-49","1979"
"N",144,1483493,"15-49","1979"
"N",148,213561,"15-49","1979"
"N",152,1434961,"15-49","1979"
"N",156,73222220,"15-49","1979"
"N",158,1805058,"15-49","1979"
"N",170,3169909,"15-49","1979"
"N",174,21875,"15-49","1979"
"N",175,5008,"15-49","1979"
"N",178,167212,"15-49","1979"
"N",180,1859096,"15-49","1979"
"N",184,1823,"15-49","1979"
"N",188,269972,"15-49","1979"
"N",191,417360,"15-49","1979"
"N",192,848396,"15-49","1979"
"N",196,69639,"15-49","1979"
"N",203,638132,"15-49","1979"
"N",204,153563,"15-49","1979"
"N",208,399831,"15-49","1979"
"N",212,10028,"15-49","1979"
"N",214,558092,"15-49","1979"
"N",218,735789,"15-49","1979"
"N",222,449806,"15-49","1979"
"N",226,21441,"15-49","1979"
"N",231,1783718,"15-49","1979"
"N",232,128166,"15-49","1979"
"N",233,133031,"15-49","1979"
"N",234,3665,"15-49","1979"
"N",238,179,"15-49","1979"
"N",242,58346,"15-49","1979"
"N",246,457165,"15-49","1979"
"N",250,4501650,"15-49","1979"
"N",254,7458,"15-49","1979"
"N",258,19704,"15-49","1979"
"N",262,40089,"15-49","1979"
"N",266,36480,"15-49","1979"
"N",268,481307,"15-49","1979"
"N",270,25602,"15-49","1979"
"N",275,104737,"15-49","1979"
"N",276,8186837,"15-49","1979"
"N",288,793296,"15-49","1979"
"N",292,2459,"15-49","1979"
"N",296,5633,"15-49","1979"
"N",300,851862,"15-49","1979"
"N",304,6327,"15-49","1979"
"N",308,13315,"15-49","1979"
"N",312,41854,"15-49","1979"
"N",316,9549,"15-49","1979"
"N",320,551355,"15-49","1979"
"N",324,220472,"15-49","1979"
"N",328,82310,"15-49","1979"
"N",332,615288,"15-49","1979"
"N",340,317323,"15-49","1979"
"N",344,575890,"15-49","1979"
"N",348,658134,"15-49","1979"
"N",352,22727,"15-49","1979"
"N",356,30920334,"15-49","1979"
"N",360,10885848,"15-49","1979"
"N",364,2162499,"15-49","1979"
"N",368,846714,"15-49","1979"
"N",372,366139,"15-49","1979"
"N",376,305827,"15-49","1979"
"N",380,5379709,"15-49","1979"
"N",384,373269,"15-49","1979"
"N",388,246155,"15-49","1979"
"N",392,11341315,"15-49","1979"
"N",398,1367308,"15-49","1979"
"N",400,159660,"15-49","1979"
"N",404,1220077,"15-49","1979"
"N",408,1675283,"15-49","1979"
"N",410,4323711,"15-49","1979"
"N",414,85806,"15-49","1979"
"N",417,304482,"15-49","1979"
"N",418,249734,"15-49","1979"
"N",422,284225,"15-49","1979"
"N",426,102905,"15-49","1979"
"N",428,242837,"15-49","1979"
"N",430,115524,"15-49","1979"
"N",434,239267,"15-49","1979"
"N",438,3022,"15-49","1979"
"N",440,321917,"15-49","1979"
"N",442,32400,"15-49","1979"
"N",446,35191,"15-49","1979"
"N",450,632363,"15-49","1979"
"N",454,355891,"15-49","1979"
"N",458,1283214,"15-49","1979"
"N",462,8949,"15-49","1979"
"N",466,316935,"15-49","1979"
"N",470,40523,"15-49","1979"
"N",474,48205,"15-49","1979"
"N",478,126375,"15-49","1979"
"N",480,104278,"15-49","1979"
"N",484,5808687,"15-49","1979"
"N",496,157249,"15-49","1979"
"N",498,369220,"15-49","1979"
"N",499,52498,"15-49","1979"
"N",500,1877,"15-49","1979"
"N",504,1590067,"15-49","1979"
"N",508,646744,"15-49","1979"
"N",512,69852,"15-49","1979"
"N",516,110333,"15-49","1979"
"N",520,733,"15-49","1979"
"N",524,582004,"15-49","1979"
"N",528,1201513,"15-49","1979"
"N",531,23289,"15-49","1979"
"N",533,8471,"15-49","1979"
"N",540,21525,"15-49","1979"
"N",548,9379,"15-49","1979"
"N",554,346128,"15-49","1979"
"N",558,293448,"15-49","1979"
"N",562,179057,"15-49","1979"
"N",566,3798807,"15-49","1979"
"N",578,324427,"15-49","1979"
"N",583,7118,"15-49","1979"
"N",584,2398,"15-49","1979"
"N",585,1315,"15-49","1979"
"N",586,4283269,"15-49","1979"
"N",591,188131,"15-49","1979"
"N",598,236598,"15-49","1979"
"N",600,331187,"15-49","1979"
"N",604,1671448,"15-49","1979"
"N",608,4236565,"15-49","1979"
"N",616,3122565,"15-49","1979"
"N",620,720209,"15-49","1979"
"N",624,45260,"15-49","1979"
"N",626,44331,"15-49","1979"
"N",630,369703,"15-49","1979"
"N",634,13301,"15-49","1979"
"N",638,61018,"15-49","1979"
"N",642,1400417,"15-49","1979"
"N",643,12118488,"15-49","1979"
"N",646,403928,"15-49","1979"
"N",659,5324,"15-49","1979"
"N",660,964,"15-49","1979"
"N",662,12289,"15-49","1979"
"N",670,10128,"15-49","1979"
"N",678,8502,"15-49","1979"
"N",682,662764,"15-49","1979"
"N",686,323888,"15-49","1979"
"N",688,691760,"15-49","1979"
"N",690,7735,"15-49","1979"
"N",694,144086,"15-49","1979"
"N",702,314988,"15-49","1979"
"N",703,378678,"15-49","1979"
"N",704,4983470,"15-49","1979"
"N",705,189729,"15-49","1979"
"N",706,417046,"15-49","1979"
"N",710,3317048,"15-49","1979"
"N",716,516052,"15-49","1979"
"N",724,3810145,"15-49","1979"
"N",728,270665,"15-49","1979"
"N",729,865442,"15-49","1979"
"N",732,7467,"15-49","1979"
"N",740,38115,"15-49","1979"
"N",748,69961,"15-49","1979"
"N",752,692619,"15-49","1979"
"N",756,594196,"15-49","1979"
"N",760,646883,"15-49","1979"
"N",762,281747,"15-49","1979"
"N",764,4237120,"15-49","1979"
"N",768,146659,"15-49","1979"
"N",772,168,"15-49","1979"
"N",776,9917,"15-49","1979"
"N",780,137513,"15-49","1979"
"N",784,30139,"15-49","1979"
"N",788,579861,"15-49","1979"
"N",792,2960459,"15-49","1979"
"N",795,240953,"15-49","1979"
"N",796,878,"15-49","1979"
"N",798,1188,"15-49","1979"
"N",800,865321,"15-49","1979"
"N",804,3755079,"15-49","1979"
"N",807,158071,"15-49","1979"
"N",818,3403233,"15-49","1979"
"N",826,4271562,"15-49","1979"
"N",830,12285,"15-49","1979"
"N",834,1318060,"15-49","1979"
"N",840,21076264,"15-49","1979"
"N",850,15791,"15-49","1979"
"N",854,259885,"15-49","1979"
"N",858,275942,"15-49","1979"
"N",860,1307004,"15-49","1979"
"N",862,1613456,"15-49","1979"
"N",876,1253,"15-49","1979"
"N",882,14974,"15-49","1979"
"N",887,481153,"15-49","1979"
"N",894,377493,"15-49","1979"
"Y",4,2310846,"15-49","1980"
"Y",8,411190,"15-49","1980"
"Y",12,2577894,"15-49","1980"
"Y",16,4361,"15-49","1980"
"Y",24,1211331,"15-49","1980"
"Y",28,5824,"15-49","1980"
"Y",31,906345,"15-49","1980"
"Y",32,3967029,"15-49","1980"
"Y",36,2156142,"15-49","1980"
"Y",40,1108397,"15-49","1980"
"Y",44,25430,"15-49","1980"
"Y",48,47828,"15-49","1980"
"Y",50,14087303,"15-49","1980"
"Y",51,524947,"15-49","1980"
"Y",52,31948,"15-49","1980"
"Y",56,1649522,"15-49","1980"
"Y",60,9166,"15-49","1980"
"Y",64,58655,"15-49","1980"
"Y",68,787839,"15-49","1980"
"Y",70,667881,"15-49","1980"
"Y",72,88680,"15-49","1980"
"Y",76,17132369,"15-49","1980"
"Y",84,18146,"15-49","1980"
"Y",90,32440,"15-49","1980"
"Y",92,1307,"15-49","1980"
"Y",96,27475,"15-49","1980"
"Y",100,1594535,"15-49","1980"
"Y",104,5004465,"15-49","1980"
"Y",108,615216,"15-49","1980"
"Y",112,1662636,"15-49","1980"
"Y",116,1136163,"15-49","1980"
"Y",120,1369358,"15-49","1980"
"Y",124,4226348,"15-49","1980"
"Y",132,25566,"15-49","1980"
"Y",136,2394,"15-49","1980"
"Y",140,367546,"15-49","1980"
"Y",144,2241585,"15-49","1980"
"Y",148,784016,"15-49","1980"
"Y",152,1510873,"15-49","1980"
"Y",156,163102947,"15-49","1980"
"Y",158,2770685,"15-49","1980"
"Y",170,3461865,"15-49","1980"
"Y",174,45380,"15-49","1980"
"Y",175,5518,"15-49","1980"
"Y",178,223750,"15-49","1980"
"Y",180,4188053,"15-49","1980"
"Y",184,1841,"15-49","1980"
"Y",188,324060,"15-49","1980"
"Y",191,753085,"15-49","1980"
"Y",192,1575232,"15-49","1980"
"Y",196,107386,"15-49","1980"
"Y",203,1807917,"15-49","1980"
"Y",204,683428,"15-49","1980"
"Y",208,817111,"15-49","1980"
"Y",212,5606,"15-49","1980"
"Y",214,790830,"15-49","1980"
"Y",218,1088968,"15-49","1980"
"Y",222,606354,"15-49","1980"
"Y",226,36656,"15-49","1980"
"Y",231,6102227,"15-49","1980"
"Y",232,266889,"15-49","1980"
"Y",233,239539,"15-49","1980"
"Y",234,5603,"15-49","1980"
"Y",238,339,"15-49","1980"
"Y",242,101307,"15-49","1980"
"Y",246,761910,"15-49","1980"
"Y",250,8374756,"15-49","1980"
"Y",254,8354,"15-49","1980"
"Y",258,15565,"15-49","1980"
"Y",262,36051,"15-49","1980"
"Y",266,123155,"15-49","1980"
"Y",268,827085,"15-49","1980"
"Y",270,119166,"15-49","1980"
"Y",275,208429,"15-49","1980"
"Y",276,10919912,"15-49","1980"
"Y",288,1571801,"15-49","1980"
"Y",292,4325,"15-49","1980"
"Y",296,8669,"15-49","1980"
"Y",300,1447540,"15-49","1980"
"Y",304,6322,"15-49","1980"
"Y",308,6774,"15-49","1980"
"Y",312,39116,"15-49","1980"
"Y",316,17024,"15-49","1980"
"Y",320,1025446,"15-49","1980"
"Y",324,940440,"15-49","1980"
"Y",328,98277,"15-49","1980"
"Y",332,737636,"15-49","1980"
"Y",340,473431,"15-49","1980"
"Y",344,644514,"15-49","1980"
"Y",348,1930663,"15-49","1980"
"Y",352,32394,"15-49","1980"
"Y",356,130914233,"15-49","1980"
"Y",360,23809111,"15-49","1980"
"Y",364,6244951,"15-49","1980"
"Y",368,1898879,"15-49","1980"
"Y",372,396536,"15-49","1980"
"Y",376,550692,"15-49","1980"
"Y",380,8201821,"15-49","1980"
"Y",384,1257493,"15-49","1980"
"Y",388,240514,"15-49","1980"
"Y",392,19237928,"15-49","1980"
"Y",398,2415241,"15-49","1980"
"Y",400,300127,"15-49","1980"
"Y",404,2142813,"15-49","1980"
"Y",408,2891036,"15-49","1980"
"Y",410,5491789,"15-49","1980"
"Y",414,187058,"15-49","1980"
"Y",417,542669,"15-49","1980"
"Y",418,463225,"15-49","1980"
"Y",422,334545,"15-49","1980"
"Y",426,224767,"15-49","1980"
"Y",428,406437,"15-49","1980"
"Y",430,297476,"15-49","1980"
"Y",434,373542,"15-49","1980"
"Y",438,3998,"15-49","1980"
"Y",440,563217,"15-49","1980"
"Y",442,58444,"15-49","1980"
"Y",446,27579,"15-49","1980"
"Y",450,1263765,"15-49","1980"
"Y",454,1010629,"15-49","1980"
"Y",458,2071862,"15-49","1980"
"Y",462,24369,"15-49","1980"
"Y",466,1261497,"15-49","1980"
"Y",470,48665,"15-49","1980"
"Y",474,34134,"15-49","1980"
"Y",478,218012,"15-49","1980"
"Y",480,150218,"15-49","1980"
"Y",484,9018682,"15-49","1980"
"Y",496,205363,"15-49","1980"
"Y",498,707508,"15-49","1980"
"Y",499,102200,"15-49","1980"
"Y",500,1013,"15-49","1980"
"Y",504,2905019,"15-49","1980"
"Y",508,2040136,"15-49","1980"
"Y",512,163804,"15-49","1980"
"Y",516,119218,"15-49","1980"
"Y",520,1192,"15-49","1980"
"Y",524,2888626,"15-49","1980"
"Y",528,2350219,"15-49","1980"
"Y",531,17082,"15-49","1980"
"Y",533,9080,"15-49","1980"
"Y",540,12239,"15-49","1980"
"Y",548,16028,"15-49","1980"
"Y",554,421414,"15-49","1980"
"Y",558,410027,"15-49","1980"
"Y",562,1183749,"15-49","1980"
"Y",566,12651421,"15-49","1980"
"Y",578,594497,"15-49","1980"
"Y",583,7850,"15-49","1980"
"Y",584,3648,"15-49","1980"
"Y",585,1231,"15-49","1980"
"Y",586,12372345,"15-49","1980"
"Y",591,270375,"15-49","1980"
"Y",598,567943,"15-49","1980"
"Y",600,379652,"15-49","1980"
"Y",604,2363625,"15-49","1980"
"Y",608,6636127,"15-49","1980"
"Y",616,6047037,"15-49","1980"
"Y",620,1629297,"15-49","1980"
"Y",624,140373,"15-49","1980"
"Y",626,99616,"15-49","1980"
"Y",630,422656,"15-49","1980"
"Y",634,26927,"15-49","1980"
"Y",638,64420,"15-49","1980"
"Y",642,4018353,"15-49","1980"
"Y",643,24417062,"15-49","1980"
"Y",646,712720,"15-49","1980"
"Y",659,4167,"15-49","1980"
"Y",660,530,"15-49","1980"
"Y",662,13505,"15-49","1980"
"Y",670,12235,"15-49","1980"
"Y",678,10855,"15-49","1980"
"Y",682,1246150,"15-49","1980"
"Y",686,877988,"15-49","1980"
"Y",688,1563638,"15-49","1980"
"Y",690,6714,"15-49","1980"
"Y",694,621954,"15-49","1980"
"Y",702,372615,"15-49","1980"
"Y",703,859804,"15-49","1980"
"Y",704,7161377,"15-49","1980"
"Y",705,268981,"15-49","1980"
"Y",706,929371,"15-49","1980"
"Y",710,3305685,"15-49","1980"
"Y",716,1015858,"15-49","1980"
"Y",724,5104313,"15-49","1980"
"Y",728,751185,"15-49","1980"
"Y",729,2243831,"15-49","1980"
"Y",732,27209,"15-49","1980"
"Y",740,46007,"15-49","1980"
"Y",748,61223,"15-49","1980"
"Y",752,1200439,"15-49","1980"
"Y",756,978647,"15-49","1980"
"Y",760,1173688,"15-49","1980"
"Y",762,588040,"15-49","1980"
"Y",764,7265303,"15-49","1980"
"Y",768,444102,"15-49","1980"
"Y",772,169,"15-49","1980"
"Y",776,11253,"15-49","1980"
"Y",780,141849,"15-49","1980"
"Y",784,118218,"15-49","1980"
"Y",788,875751,"15-49","1980"
"Y",792,7392200,"15-49","1980"
"Y",795,420765,"15-49","1980"
"Y",796,739,"15-49","1980"
"Y",798,1058,"15-49","1980"
"Y",800,1837699,"15-49","1980"
"Y",804,9018479,"15-49","1980"
"Y",807,339511,"15-49","1980"
"Y",818,6148889,"15-49","1980"
"Y",826,8726821,"15-49","1980"
"Y",830,19944,"15-49","1980"
"Y",834,2809149,"15-49","1980"
"Y",840,37084774,"15-49","1980"
"Y",850,9583,"15-49","1980"
"Y",854,1269811,"15-49","1980"
"Y",858,416571,"15-49","1980"
"Y",860,2313922,"15-49","1980"
"Y",862,1952028,"15-49","1980"
"Y",876,1081,"15-49","1980"
"Y",882,18782,"15-49","1980"
"Y",887,1204741,"15-49","1980"
"Y",894,866142,"15-49","1980"
"N",4,628718,"15-49","1980"
"N",8,234422,"15-49","1980"
"N",12,1583051,"15-49","1980"
"N",16,3682,"15-49","1980"
"N",24,576586,"15-49","1980"
"N",28,9473,"15-49","1980"
"N",31,664634,"15-49","1980"
"N",32,2764902,"15-49","1980"
"N",36,1486993,"15-49","1980"
"N",40,732441,"15-49","1980"
"N",44,29327,"15-49","1980"
"N",48,27489,"15-49","1980"
"N",50,2965279,"15-49","1980"
"N",51,316563,"15-49","1980"
"N",52,31676,"15-49","1980"
"N",56,740811,"15-49","1980"
"N",60,6428,"15-49","1980"
"N",64,31222,"15-49","1980"
"N",68,508690,"15-49","1980"
"N",70,474416,"15-49","1980"
"N",72,119892,"15-49","1980"
"N",76,12975881,"15-49","1980"
"N",84,11635,"15-49","1980"
"N",90,16629,"15-49","1980"
"N",92,1406,"15-49","1980"
"N",96,18903,"15-49","1980"
"N",100,550251,"15-49","1980"
"N",104,3116497,"15-49","1980"
"N",108,364043,"15-49","1980"
"N",112,813072,"15-49","1980"
"N",116,610475,"15-49","1980"
"N",120,531188,"15-49","1980"
"N",124,2286013,"15-49","1980"
"N",132,40975,"15-49","1980"
"N",136,1875,"15-49","1980"
"N",140,130678,"15-49","1980"
"N",144,1509662,"15-49","1980"
"N",148,216783,"15-49","1980"
"N",152,1469405,"15-49","1980"
"N",156,75772817,"15-49","1980"
"N",158,1832909,"15-49","1980"
"N",170,3271765,"15-49","1980"
"N",174,22627,"15-49","1980"
"N",175,5297,"15-49","1980"
"N",178,172755,"15-49","1980"
"N",180,1911680,"15-49","1980"
"N",184,1824,"15-49","1980"
"N",188,281010,"15-49","1980"
"N",191,414626,"15-49","1980"
"N",192,883721,"15-49","1980"
"N",196,70675,"15-49","1980"
"N",203,633678,"15-49","1980"
"N",204,161993,"15-49","1980"
"N",208,407099,"15-49","1980"
"N",212,10330,"15-49","1980"
"N",214,577434,"15-49","1980"
"N",218,762259,"15-49","1980"
"N",222,461053,"15-49","1980"
"N",226,22073,"15-49","1980"
"N",231,1807428,"15-49","1980"
"N",232,132081,"15-49","1980"
"N",233,132763,"15-49","1980"
"N",234,3799,"15-49","1980"
"N",238,180,"15-49","1980"
"N",242,59922,"15-49","1980"
"N",246,457929,"15-49","1980"
"N",250,4570877,"15-49","1980"
"N",254,7915,"15-49","1980"
"N",258,20585,"15-49","1980"
"N",262,43526,"15-49","1980"
"N",266,38446,"15-49","1980"
"N",268,482882,"15-49","1980"
"N",270,26425,"15-49","1980"
"N",275,108806,"15-49","1980"
"N",276,8299936,"15-49","1980"
"N",288,822256,"15-49","1980"
"N",292,2486,"15-49","1980"
"N",296,5721,"15-49","1980"
"N",300,866201,"15-49","1980"
"N",304,6491,"15-49","1980"
"N",308,13330,"15-49","1980"
"N",312,42990,"15-49","1980"
"N",316,9728,"15-49","1980"
"N",320,567380,"15-49","1980"
"N",324,224679,"15-49","1980"
"N",328,83675,"15-49","1980"
"N",332,624970,"15-49","1980"
"N",340,329182,"15-49","1980"
"N",344,593907,"15-49","1980"
"N",348,646498,"15-49","1980"
"N",352,23194,"15-49","1980"
"N",356,32087557,"15-49","1980"
"N",360,11246872,"15-49","1980"
"N",364,2229417,"15-49","1980"
"N",368,893651,"15-49","1980"
"N",372,374961,"15-49","1980"
"N",376,312272,"15-49","1980"
"N",380,5488987,"15-49","1980"
"N",384,401370,"15-49","1980"
"N",388,253905,"15-49","1980"
"N",392,11465115,"15-49","1980"
"N",398,1373542,"15-49","1980"
"N",400,169601,"15-49","1980"
"N",404,1269129,"15-49","1980"
"N",408,1728464,"15-49","1980"
"N",410,4446307,"15-49","1980"
"N",414,93236,"15-49","1980"
"N",417,310782,"15-49","1980"
"N",418,253722,"15-49","1980"
"N",422,287919,"15-49","1980"
"N",426,107252,"15-49","1980"
"N",428,242133,"15-49","1980"
"N",430,120914,"15-49","1980"
"N",434,251573,"15-49","1980"
"N",438,3070,"15-49","1980"
"N",440,322948,"15-49","1980"
"N",442,33015,"15-49","1980"
"N",446,34826,"15-49","1980"
"N",450,650997,"15-49","1980"
"N",454,366832,"15-49","1980"
"N",458,1327373,"15-49","1980"
"N",462,9452,"15-49","1980"
"N",466,323351,"15-49","1980"
"N",470,40446,"15-49","1980"
"N",474,49249,"15-49","1980"
"N",478,130931,"15-49","1980"
"N",480,104603,"15-49","1980"
"N",484,6021324,"15-49","1980"
"N",496,164642,"15-49","1980"
"N",498,367238,"15-49","1980"
"N",499,52754,"15-49","1980"
"N",500,1887,"15-49","1980"
"N",504,1666541,"15-49","1980"
"N",508,665278,"15-49","1980"
"N",512,72810,"15-49","1980"
"N",516,114330,"15-49","1980"
"N",520,747,"15-49","1980"
"N",524,600011,"15-49","1980"
"N",528,1228746,"15-49","1980"
"N",531,23431,"15-49","1980"
