"division_numeric_code","mid_year","population_count","age_range","is_in_union"
408,2019.5,2019392.4538,"15-49","N"
410,2019.5,5757215.57199999,"15-49","N"
414,2019.5,395040.9943,"15-49","N"
417,2019.5,532775.339499999,"15-49","N"
418,2019.5,760614.058399999,"15-49","N"
422,2019.5,700773.143000001,"15-49","N"
426,2019.5,266996.405500001,"15-49","N"
428,2019.5,202028.9388,"15-49","N"
430,2019.5,562588.507100001,"15-49","N"
434,2019.5,677078.316100001,"15-49","N"
438,2019.5,2961.803,"15-49","N"
440,2019.5,280900.8595,"15-49","N"
442,2019.5,72539.2184999999,"15-49","N"
446,2019.5,93555.3633000001,"15-49","N"
450,2019.5,2417071.4795,"15-49","N"
454,2019.5,1728942.9063,"15-49","N"
458,2019.5,3685184.9455,"15-49","N"
462,2019.5,37062.9525000001,"15-49","N"
466,2019.5,924681.918199998,"15-49","N"
470,2019.5,46185.4492000001,"15-49","N"
474,2019.5,54399.7614,"15-49","N"
478,2019.5,358257.264899999,"15-49","N"
480,2019.5,125720.3728,"15-49","N"
484,2019.5,14436528.1517,"15-49","N"
496,2019.5,330756.443299999,"15-49","N"
498,2019.5,229671.5231,"15-49","N"
499,2019.5,63127.6921999999,"15-49","N"
500,2019.5,604.453300000001,"15-49","N"
504,2019.5,3905886.3156,"15-49","N"
508,2019.5,2486507.61549999,"15-49","N"
512,2019.5,410734.805,"15-49","N"
516,2019.5,429039.676,"15-49","N"
520,2019.5,1181.302,"15-49","N"
524,2019.5,2147937.4474,"15-49","N"
528,2019.5,1718154.3495,"15-49","N"
531,2019.5,24382.0605,"15-49","N"
533,2019.5,14090.4044,"15-49","N"
540,2019.5,55472.5563999999,"15-49","N"
548,2019.5,22435.9373,"15-49","N"
554,2019.5,488548.250699999,"15-49","N"
558,2019.5,805135.509300001,"15-49","N"
562,2019.5,845640.392200001,"15-49","N"
566,2019.5,14969738.0472,"15-49","N"
578,2019.5,590544.574100001,"15-49","N"
583,2019.5,13472.832,"15-49","N"
584,2019.5,3503.93459999999,"15-49","N"
585,2019.5,2183.8612,"15-49","N"
586,2019.5,19875174.5007,"15-49","N"
591,2019.5,440530.871899999,"15-49","N"
598,2019.5,816318.268399999,"15-49","N"
600,2019.5,708403.586499999,"15-49","N"
604,2019.5,4096318.1911,"15-49","N"
608,2019.5,11278778.9175,"15-49","N"
616,2019.5,3731503.1265,"15-49","N"
620,2019.5,1043076.5014,"15-49","N"
624,2019.5,198546.674,"15-49","N"
626,2019.5,131567.5871,"15-49","N"
630,2019.5,454242.3863,"15-49","N"
634,2019.5,169927.269,"15-49","N"
638,2019.5,126284.3973,"15-49","N"
642,2019.5,1889556.1039,"15-49","N"
643,2019.5,15743960.2601,"15-49","N"
646,2019.5,1614088.4071,"15-49","N"
659,2019.5,5672.0131,"15-49","N"
660,2019.5,2313.9539,"15-49","N"
662,2019.5,23147.8271,"15-49","N"
666,2019.5,431.101699999999,"15-49","N"
670,2019.5,12058.8802,"15-49","N"
674,2019.5,3698.52329999999,"15-49","N"
678,2019.5,23574.2436,"15-49","N"
682,2019.5,3210616.19139999,"15-49","N"
686,2019.5,1310205.248,"15-49","N"
688,2019.5,673397.1519,"15-49","N"
690,2019.5,13488.1585,"15-49","N"
694,2019.5,747801.275100001,"15-49","N"
702,2019.5,667775.084599999,"15-49","N"
703,2019.5,630346.2425,"15-49","N"
704,2019.5,7162153.48229998,"15-49","N"
705,2019.5,229271.4303,"15-49","N"
706,2019.5,1285797.433,"15-49","N"
710,2019.5,9853214.55859999,"15-49","N"
716,2019.5,1564319.2631,"15-49","N"
724,2019.5,4859798.8185,"15-49","N"
728,2019.5,582610.771900001,"15-49","N"
729,2019.5,3876998.673,"15-49","N"
732,2019.5,44745.5767999999,"15-49","N"
740,2019.5,72258.5667999998,"15-49","N"
748,2019.5,185912.7172,"15-49","N"
752,2019.5,997229.604399999,"15-49","N"
756,2019.5,814519.682800001,"15-49","N"
760,2019.5,2182345.0511,"15-49","N"
762,2019.5,656607.506800001,"15-49","N"
764,2019.5,6870865.0841,"15-49","N"
768,2019.5,724347.426199999,"15-49","N"
772,2019.5,181.7543,"15-49","N"
776,2019.5,11633.9736,"15-49","N"
780,2019.5,203723.7778,"15-49","N"
784,2019.5,543440.212399999,"15-49","N"
788,2019.5,1438799.494,"15-49","N"
792,2019.5,7558864.74560001,"15-49","N"
795,2019.5,565128.141,"15-49","N"
796,2019.5,4594.69080000001,"15-49","N"
798,2019.5,866.1645,"15-49","N"
800,2019.5,4146537.5947,"15-49","N"
804,2019.5,4089947.10809999,"15-49","N"
807,2019.5,175449.7386,"15-49","N"
818,2019.5,7576710.9669,"15-49","N"
826,2019.5,7093181.49569999,"15-49","N"
834,2019.5,5480119.8776,"15-49","N"
840,2019.5,36050461.7765,"15-49","N"
850,2019.5,15332.5212,"15-49","N"
854,2019.5,1203611.5946,"15-49","N"
858,2019.5,365640.525699999,"15-49","N"
860,2019.5,2746973.0305,"15-49","N"
862,2019.5,3451549.0437,"15-49","N"
876,2019.5,1232.9912,"15-49","N"
882,2019.5,18896.7902,"15-49","N"
887,2019.5,3030098.0074,"15-49","N"
894,2019.5,1992824.4032,"15-49","N"
4,2020.5,6287484.1495,"15-49","Y"
8,2020.5,446852.5405,"15-49","Y"
12,2020.5,6012681.078,"15-49","Y"
16,2020.5,6143.5981,"15-49","Y"
24,2020.5,4277288.6505,"15-49","Y"
28,2020.5,7710.6707,"15-49","Y"
31,2020.5,1705736.4036,"15-49","Y"
32,2020.5,5543216.3209,"15-49","Y"
36,2020.5,3375501.2027,"15-49","Y"
40,2020.5,1132604.7224,"15-49","Y"
44,2020.5,43860.1279,"15-49","Y"
48,2020.5,146095.5226,"15-49","Y"
50,2020.5,37553259.6995,"15-49","Y"
51,2020.5,471195.1552,"15-49","Y"
52,2020.5,38375.4758,"15-49","Y"
56,2020.5,1150263.0572,"15-49","Y"
60,2020.5,6612.1507,"15-49","Y"
64,2020.5,129316.9859,"15-49","Y"
68,2020.5,1795450.649,"15-49","Y"
70,2020.5,477339.669,"15-49","Y"
72,2020.5,306650.2683,"15-49","Y"
76,2020.5,32457260.2255,"15-49","Y"
84,2020.5,69709.0606,"15-49","Y"
90,2020.5,107058.7167,"15-49","Y"
92,2020.5,4099.9635,"15-49","Y"
96,2020.5,64748.1335,"15-49","Y"
100,2020.5,858941.9715,"15-49","Y"
104,2020.5,8291115.5099,"15-49","Y"
108,2020.5,1551394.1326,"15-49","Y"
112,2020.5,1524973.253,"15-49","Y"
116,2020.5,2831839.6941,"15-49","Y"
120,2020.5,3564627.6993,"15-49","Y"
124,2020.5,4430809.3066,"15-49","Y"
132,2020.5,72886.9623,"15-49","Y"
136,2020.5,9380.7286,"15-49","Y"
140,2020.5,733792.963,"15-49","Y"
144,2020.5,3579166.2346,"15-49","Y"
148,2020.5,2610961.0936,"15-49","Y"
152,2020.5,2248796.1857,"15-49","Y"
156,2020.5,258602366.3815,"15-49","Y"
158,2020.5,2984917.5306,"15-49","Y"
170,2020.5,7476690.2754,"15-49","Y"
174,2020.5,117347.6064,"15-49","Y"
175,2020.5,39711.2297,"15-49","Y"
178,2020.5,718002.9744,"15-49","Y"
180,2020.5,11546506.0437,"15-49","Y"
184,2020.5,1820.7787,"15-49","Y"
188,2020.5,652141.5143,"15-49","Y"
191,2020.5,445334.287,"15-49","Y"
192,2020.5,1506885.1138,"15-49","Y"
196,2020.5,169866.5376,"15-49","Y"
203,2020.5,1151910.5527,"15-49","Y"
204,2020.5,2018915.9942,"15-49","Y"
208,2020.5,756917.4098,"15-49","Y"
212,2020.5,7497.3085,"15-49","Y"
214,2020.5,1501057.9601,"15-49","Y"
218,2020.5,2569571.0727,"15-49","Y"
222,2020.5,949728.8842,"15-49","Y"
226,2020.5,216982.0304,"15-49","Y"
231,2020.5,19010675.9009,"15-49","Y"
232,2020.5,453793.458,"15-49","Y"
233,2020.5,149897.2021,"15-49","Y"
234,2020.5,3802.0078,"15-49","Y"
238,2020.5,445.2522,"15-49","Y"
242,2020.5,139777.1777,"15-49","Y"
246,2020.5,654247.8076,"15-49","Y"
250,2020.5,7652774.2205,"15-49","Y"
254,2020.5,25344.446,"15-49","Y"
258,2020.5,20700.2983,"15-49","Y"
262,2020.5,147894.8253,"15-49","Y"
266,2020.5,285290.4702,"15-49","Y"
268,2020.5,586257.4691,"15-49","Y"
270,2020.5,380131.6634,"15-49","Y"
275,2020.5,765950.8817,"15-49","Y"
276,2020.5,9160257.1019,"15-49","Y"
288,2020.5,4461044.5742,"15-49","Y"
292,2020.5,2878.3902,"15-49","Y"
296,2020.5,22035.9341,"15-49","Y"
300,2020.5,1243211.1097,"15-49","Y"
304,2020.5,4947.6904,"15-49","Y"
308,2020.5,12279.6726,"15-49","Y"
312,2020.5,26179.828,"15-49","Y"
316,2020.5,14155.7872,"15-49","Y"
320,2020.5,2651154.8485,"15-49","Y"
324,2020.5,2200200.1932,"15-49","Y"
328,2020.5,129919.6475,"15-49","Y"
332,2020.5,1571038.9973,"15-49","Y"
340,2020.5,1493966.4456,"15-49","Y"
344,2020.5,902721.7456,"15-49","Y"
348,2020.5,1151484.4448,"15-49","Y"
352,2020.5,38062.4452,"15-49","Y"
356,2020.5,264076189.6247,"15-49","Y"
360,2020.5,49705115.699,"15-49","Y"
364,2020.5,16864960.9071,"15-49","Y"
368,2020.5,6816603.9053,"15-49","Y"
372,2020.5,630444.0756,"15-49","Y"
376,2020.5,1053152.3513,"15-49","Y"
380,2020.5,6545123.1322,"15-49","Y"
384,2020.5,3904038.6029,"15-49","Y"
388,2020.5,254105.6259,"15-49","Y"
392,2020.5,11722235.9917,"15-49","Y"
398,2020.5,2927516.1334,"15-49","Y"
400,2020.5,1528213.595,"15-49","Y"
404,2020.5,7535838.2518,"15-49","Y"
408,2020.5,4399902.053,"15-49","Y"
410,2020.5,6397222.1716,"15-49","Y"
414,2020.5,604879.0765,"15-49","Y"
417,2020.5,1083149.6758,"15-49","Y"
418,2020.5,1173347.238,"15-49","Y"
422,2020.5,737057.8961,"15-49","Y"
426,2020.5,313825.839,"15-49","Y"
428,2020.5,198727.7016,"15-49","Y"
430,2020.5,624415.1465,"15-49","Y"
434,2020.5,1062623.0408,"15-49","Y"
438,2020.5,5468.1951,"15-49","Y"
440,2020.5,313926.0418,"15-49","Y"
442,2020.5,78666.3498,"15-49","Y"
446,2020.5,99532.6982,"15-49","Y"
450,2020.5,4330617.7496,"15-49","Y"
454,2020.5,2946991.4093,"15-49","Y"
458,2020.5,5243618.4482,"15-49","Y"
462,2020.5,90998.159,"15-49","Y"
466,2020.5,3604767.1936,"15-49","Y"
470,2020.5,71650.6071,"15-49","Y"
474,2020.5,22152.3581,"15-49","Y"
478,2020.5,718725.0693,"15-49","Y"
480,2020.5,203338.2638,"15-49","Y"
484,2020.5,19353353.8477,"15-49","Y"
496,2020.5,500665.8409,"15-49","Y"
498,2020.5,513596.8149,"15-49","Y"
499,2020.5,83922.3341,"15-49","Y"
500,2020.5,362.0249,"15-49","Y"
504,2020.5,5480524.7976,"15-49","Y"
508,2020.5,4766723.7087,"15-49","Y"
512,2020.5,544686.2671,"15-49","Y"
516,2020.5,213494.6371,"15-49","Y"
520,2020.5,1816.9773,"15-49","Y"
524,2020.5,6204786.1732,"15-49","Y"
528,2020.5,2057474.8825,"15-49","Y"
531,2020.5,21646.8782,"15-49","Y"
533,2020.5,10557.3545,"15-49","Y"
540,2020.5,17106.7628,"15-49","Y"
548,2020.5,52572.9783,"15-49","Y"
554,2020.5,678990.4408,"15-49","Y"
558,2020.5,1038520.3966,"15-49","Y"
562,2020.5,4070770.1369,"15-49","Y"
566,2020.5,31706559.7678,"15-49","Y"
578,2020.5,614644.5191,"15-49","Y"
583,2020.5,14378.4903,"15-49","Y"
584,2020.5,7547.3509,"15-49","Y"
585,2020.5,1907.6938,"15-49","Y"
586,2020.5,34887949.8649,"15-49","Y"
591,2020.5,636212.2873,"15-49","Y"
598,2020.5,1643089.3978,"15-49","Y"
600,2020.5,1017239.3736,"15-49","Y"
604,2020.5,4542183.7726,"15-49","Y"
608,2020.5,17013056.6928,"15-49","Y"
616,2020.5,5258042.8041,"15-49","Y"
620,2020.5,1228145.4232,"15-49","Y"
624,2020.5,291244.035,"15-49","Y"
626,2020.5,182498.6561,"15-49","Y"
630,2020.5,285523.6803,"15-49","Y"
634,2020.5,318607.1906,"15-49","Y"
638,2020.5,98651.0275,"15-49","Y"
642,2020.5,2488881.3655,"15-49","Y"
643,2020.5,18779540.7542,"15-49","Y"
646,2020.5,1685389.3847,"15-49","Y"
659,2020.5,7338.2644,"15-49","Y"
660,2020.5,1910.5906,"15-49","Y"
662,2020.5,26196.9995,"15-49","Y"
666,2020.5,829.7985,"15-49","Y"
670,2020.5,13615.3019,"15-49","Y"
674,2020.5,3669.8457,"15-49","Y"
678,2020.5,27110.2305,"15-49","Y"
682,2020.5,5625849.451,"15-49","Y"
686,2020.5,2613702.8003,"15-49","Y"
688,2020.5,977786.6928,"15-49","Y"
690,2020.5,11200.4465,"15-49","Y"
694,2020.5,1211661.7238,"15-49","Y"
702,2020.5,759443.8969,"15-49","Y"
703,2020.5,650039.7151,"15-49","Y"
704,2020.5,18560653.3242,"15-49","Y"
705,2020.5,207664.69,"15-49","Y"
706,2020.5,2233764.0374,"15-49","Y"
710,2020.5,5694532.1414,"15-49","Y"
716,2020.5,2574062.3346,"15-49","Y"
724,2020.5,5533740.5423,"15-49","Y"
728,2020.5,1724369.2124,"15-49","Y"
729,2020.5,6508004.5656,"15-49","Y"
732,2020.5,88399.2176,"15-49","Y"
740,2020.5,80352.656,"15-49","Y"
748,2020.5,114442.3402,"15-49","Y"
752,2020.5,1201584.5041,"15-49","Y"
756,2020.5,1105125.4558,"15-49","Y"
760,2020.5,2730840.2602,"15-49","Y"
762,2020.5,1720935.134,"15-49","Y"
764,2020.5,10697781.5189,"15-49","Y"
768,2020.5,1263699.5853,"15-49","Y"
772,2020.5,213.1571,"15-49","Y"
776,2020.5,14190.9951,"15-49","Y"
780,2020.5,190830.1424,"15-49","Y"
784,2020.5,1324634.0941,"15-49","Y"
788,2020.5,1690183.9815,"15-49","Y"
792,2020.5,14410552.7281,"15-49","Y"
795,2020.5,1034581.6848,"15-49","Y"
796,2020.5,6878.0917,"15-49","Y"
798,2020.5,1622.8616,"15-49","Y"
800,2020.5,6135089.5537,"15-49","Y"
804,2020.5,6245355.6766,"15-49","Y"
807,2020.5,339594.2318,"15-49","Y"
818,2020.5,19028684.2413,"15-49","Y"
826,2020.5,7607903.9129,"15-49","Y"
834,2020.5,8793551.4774,"15-49","Y"
840,2020.5,40049046.8302,"15-49","Y"
850,2020.5,5695.7382,"15-49","Y"
854,2020.5,3696642.7834,"15-49","Y"
858,2020.5,453201.3831,"15-49","Y"
860,2020.5,6045808.9385,"15-49","Y"
862,2020.5,3684775.4617,"15-49","Y"
876,2020.5,1607.1434,"15-49","Y"
882,2020.5,29895.8992,"15-49","Y"
887,2020.5,4916336.7358,"15-49","Y"
894,2020.5,2524442.923,"15-49","Y"
4,2020.5,2716579.8505,"15-49","N"
8,2020.5,230105.4595,"15-49","N"
12,2020.5,4787875.92199999,"15-49","N"
16,2020.5,5452.4019,"15-49","N"
24,2020.5,3303473.3495,"15-49","N"
28,2020.5,17071.3293,"15-49","N"
31,2020.5,990098.596399999,"15-49","N"
32,2020.5,5616395.6791,"15-49","N"
36,2020.5,2701405.7973,"15-49","N"
40,2020.5,821163.277600001,"15-49","N"
44,2020.5,70624.8720999999,"15-49","N"
48,2020.5,179471.4774,"15-49","N"
50,2020.5,9512413.30049998,"15-49","N"
51,2020.5,258171.8448,"15-49","N"
52,2020.5,28707.5242,"15-49","N"
56,2020.5,1356961.9428,"15-49","N"
60,2020.5,6949.84929999999,"15-49","N"
64,2020.5,80755.0140999999,"15-49","N"
68,2020.5,1327956.351,"15-49","N"
70,2020.5,270649.331,"15-49","N"
72,2020.5,383396.7317,"15-49","N"
76,2020.5,24917161.7745,"15-49","N"
84,2020.5,39316.9393999999,"15-49","N"
90,2020.5,58616.2832999999,"15-49","N"
92,2020.5,4740.03649999999,"15-49","N"
96,2020.5,54332.8665,"15-49","N"
100,2020.5,607449.0285,"15-49","N"
104,2020.5,6032076.49010001,"15-49","N"
108,2020.5,1201072.8674,"15-49","N"
112,2020.5,727518.746999999,"15-49","N"
116,2020.5,1393371.3059,"15-49","N"
120,2020.5,2745859.3007,"15-49","N"
124,2020.5,4090529.6934,"15-49","N"
132,2020.5,85965.0377,"15-49","N"
136,2020.5,9140.27140000001,"15-49","N"
140,2020.5,393326.036999999,"15-49","N"
144,2020.5,1853884.7654,"15-49","N"
148,2020.5,1009146.9064,"15-49","N"
152,2020.5,2669726.8143,"15-49","N"
156,2020.5,77768210.6185001,"15-49","N"
158,2020.5,2937315.4694,"15-49","N"
170,2020.5,6267158.72460001,"15-49","N"
174,2020.5,76548.3935999999,"15-49","N"
175,2020.5,35454.7703,"15-49","N"
178,2020.5,629612.0256,"15-49","N"
180,2020.5,8694029.9563,"15-49","N"
184,2020.5,2404.22129999999,"15-49","N"
188,2020.5,674151.485699999,"15-49","N"
191,2020.5,414962.712999999,"15-49","N"
192,2020.5,1074179.8862,"15-49","N"
196,2020.5,144050.4624,"15-49","N"
203,2020.5,1162048.4473,"15-49","N"
204,2020.5,905183.005799999,"15-49","N"
208,2020.5,505110.5902,"15-49","N"
212,2020.5,11699.6915,"15-49","N"
214,2020.5,1334975.0399,"15-49","N"
218,2020.5,2079852.9273,"15-49","N"
222,2020.5,807263.1158,"15-49","N"
226,2020.5,134801.9696,"15-49","N"
231,2020.5,9403435.0991,"15-49","N"
232,2020.5,392215.542,"15-49","N"
233,2020.5,133527.7979,"15-49","N"
234,2020.5,6645.99219999999,"15-49","N"
238,2020.5,521.7478,"15-49","N"
242,2020.5,96339.8223000001,"15-49","N"
246,2020.5,482290.192400001,"15-49","N"
250,2020.5,6103138.77950001,"15-49","N"
254,2020.5,47202.5540000001,"15-49","N"
258,2020.5,56641.7016999999,"15-49","N"
262,2020.5,146779.1747,"15-49","N"
266,2020.5,276229.5298,"15-49","N"
268,2020.5,281210.5309,"15-49","N"
270,2020.5,221879.3366,"15-49","N"
275,2020.5,470422.118299999,"15-49","N"
276,2020.5,7666177.89809998,"15-49","N"
288,2020.5,3560300.4258,"15-49","N"
292,2020.5,4029.6098,"15-49","N"
296,2020.5,10545.0659,"15-49","N"
300,2020.5,1002372.8903,"15-49","N"
304,2020.5,7786.30959999999,"15-49","N"
308,2020.5,18784.3274,"15-49","N"
312,2020.5,61597.1719999999,"15-49","N"
316,2020.5,22945.2128,"15-49","N"
320,2020.5,1963546.1515,"15-49","N"
324,2020.5,941212.806800001,"15-49","N"
328,2020.5,80976.3525000001,"15-49","N"
332,2020.5,1430945.0027,"15-49","N"
340,2020.5,1263779.5544,"15-49","N"
344,2020.5,1003563.2544,"15-49","N"
348,2020.5,1056444.5552,"15-49","N"
352,2020.5,46741.5548,"15-49","N"
356,2020.5,98287172.3752998,"15-49","N"
360,2020.5,20682651.3009999,"15-49","N"
364,2020.5,6885363.09290001,"15-49","N"
368,2020.5,3685370.0947,"15-49","N"
372,2020.5,561446.9244,"15-49","N"
376,2020.5,963538.648700001,"15-49","N"
380,2020.5,5664522.8678,"15-49","N"
384,2020.5,2530232.3971,"15-49","N"
388,2020.5,536967.3741,"15-49","N"
392,2020.5,12804364.0083,"15-49","N"
398,2020.5,1663863.8666,"15-49","N"
400,2020.5,1206479.405,"15-49","N"
404,2020.5,5666472.74819999,"15-49","N"
408,2020.5,1983174.947,"15-49","N"
410,2020.5,5691950.82840001,"15-49","N"
414,2020.5,399832.9235,"15-49","N"
417,2020.5,536956.324200001,"15-49","N"
418,2020.5,773040.762000001,"15-49","N"
422,2020.5,681068.1039,"15-49","N"
426,2020.5,271016.161,"15-49","N"
428,2020.5,197744.2984,"15-49","N"
430,2020.5,587629.853499999,"15-49","N"
434,2020.5,693048.959199999,"15-49","N"
438,2020.5,2946.8049,"15-49","N"
440,2020.5,273265.9582,"15-49","N"
442,2020.5,74009.6502,"15-49","N"
446,2020.5,93183.3018000001,"15-49","N"
450,2020.5,2517685.2504,"15-49","N"
454,2020.5,1821452.5907,"15-49","N"
458,2020.5,3703474.5518,"15-49","N"
462,2020.5,37124.8409999999,"15-49","N"
466,2020.5,967325.806400003,"15-49","N"
470,2020.5,46446.3929,"15-49","N"
474,2020.5,53527.6418999999,"15-49","N"
478,2020.5,368845.9307,"15-49","N"
480,2020.5,125822.7362,"15-49","N"
484,2020.5,14589885.1523,"15-49","N"
496,2020.5,332269.1591,"15-49","N"
498,2020.5,227698.1851,"15-49","N"
499,2020.5,62663.6658999999,"15-49","N"
500,2020.5,625.9751,"15-49","N"
504,2020.5,3895910.20239999,"15-49","N"
508,2020.5,2591994.29129999,"15-49","N"
512,2020.5,415511.7329,"15-49","N"
516,2020.5,433681.362899999,"15-49","N"
520,2020.5,1203.0227,"15-49","N"
524,2020.5,2179070.8268,"15-49","N"
528,2020.5,1726943.1175,"15-49","N"
531,2020.5,22686.1218,"15-49","N"
533,2020.5,14049.6455,"15-49","N"
540,2020.5,55360.2371999999,"15-49","N"
548,2020.5,22928.0217,"15-49","N"
554,2020.5,497526.5592,"15-49","N"
558,2020.5,814986.603399999,"15-49","N"
562,2020.5,902849.863099997,"15-49","N"
566,2020.5,15517370.2322,"15-49","N"
578,2020.5,594210.480899999,"15-49","N"
583,2020.5,13501.5097,"15-49","N"
584,2020.5,3421.64910000001,"15-49","N"
585,2020.5,2196.3062,"15-49","N"
586,2020.5,20277916.1351,"15-49","N"
591,2020.5,446525.7127,"15-49","N"
598,2020.5,841460.6022,"15-49","N"
600,2020.5,711878.626399999,"15-49","N"
604,2020.5,4195380.2274,"15-49","N"
608,2020.5,11489419.3072,"15-49","N"
616,2020.5,3692701.1959,"15-49","N"
620,2020.5,1047820.5768,"15-49","N"
624,2020.5,207094.965,"15-49","N"
626,2020.5,136813.3439,"15-49","N"
630,2020.5,451958.3197,"15-49","N"
634,2020.5,179878.8094,"15-49","N"
638,2020.5,127681.9725,"15-49","N"
642,2020.5,1872042.6345,"15-49","N"
643,2020.5,15823797.2458,"15-49","N"
646,2020.5,1662948.6153,"15-49","N"
659,2020.5,5592.73559999999,"15-49","N"
660,2020.5,2327.4094,"15-49","N"
662,2020.5,23068.0005,"15-49","N"
666,2020.5,427.201499999999,"15-49","N"
670,2020.5,11956.6981,"15-49","N"
674,2020.5,3720.15429999999,"15-49","N"
678,2020.5,24235.7694999999,"15-49","N"
682,2020.5,3311899.549,"15-49","N"
686,2020.5,1352885.1997,"15-49","N"
688,2020.5,661559.307199999,"15-49","N"
690,2020.5,13486.5535,"15-49","N"
694,2020.5,783522.2762,"15-49","N"
702,2020.5,658318.103099999,"15-49","N"
703,2020.5,630170.284900001,"15-49","N"
704,2020.5,7139707.67579999,"15-49","N"
705,2020.5,228810.31,"15-49","N"
706,2020.5,1331619.9626,"15-49","N"
710,2020.5,9866679.85860002,"15-49","N"
716,2020.5,1601972.6654,"15-49","N"
724,2020.5,4976689.45770001,"15-49","N"
728,2020.5,620432.787599999,"15-49","N"
729,2020.5,3994932.4344,"15-49","N"
732,2020.5,46208.7823999999,"15-49","N"
740,2020.5,73346.3440000001,"15-49","N"
748,2020.5,187542.6598,"15-49","N"
752,2020.5,1010435.4959,"15-49","N"
756,2020.5,814252.544199998,"15-49","N"
760,2020.5,2382031.7398,"15-49","N"
762,2020.5,665535.866000001,"15-49","N"
764,2020.5,6812643.48110001,"15-49","N"
768,2020.5,747360.4147,"15-49","N"
772,2020.5,203.8429,"15-49","N"
776,2020.5,11680.0049,"15-49","N"
780,2020.5,200517.8576,"15-49","N"
784,2020.5,527086.9059,"15-49","N"
788,2020.5,1437222.0185,"15-49","N"
792,2020.5,7551727.27189999,"15-49","N"
795,2020.5,566879.3152,"15-49","N"
796,2020.5,4727.9083,"15-49","N"
798,2020.5,858.1384,"15-49","N"
800,2020.5,4341145.44630001,"15-49","N"
804,2020.5,4086574.3234,"15-49","N"
807,2020.5,173548.7682,"15-49","N"
818,2020.5,7675752.7587,"15-49","N"
826,2020.5,7119221.0871,"15-49","N"
834,2020.5,5727411.5226,"15-49","N"
840,2020.5,36292499.1698,"15-49","N"
850,2020.5,15053.2618,"15-49","N"
854,2020.5,1256572.2166,"15-49","N"
858,2020.5,365922.6169,"15-49","N"
860,2020.5,2746551.0615,"15-49","N"
862,2020.5,3317850.5383,"15-49","N"
876,2020.5,1215.8566,"15-49","N"
882,2020.5,18914.1008,"15-49","N"
887,2020.5,3128776.2642,"15-49","N"
894,2020.5,2085002.077,"15-49","N"
4,2021.5,6592194.5521,"15-49","Y"
8,2021.5,445412.1633,"15-49","Y"
12,2021.5,6082257.0432,"15-49","Y"
16,2021.5,6031.9764,"15-49","Y"
24,2021.5,4403870.4065,"15-49","Y"
28,2021.5,7681.9643,"15-49","Y"
31,2021.5,1702414.5957,"15-49","Y"
32,2021.5,5554196.979,"15-49","Y"
36,2021.5,3400106.1528,"15-49","Y"
40,2021.5,1127599.2743,"15-49","Y"
44,2021.5,44018.1212,"15-49","Y"
48,2021.5,140594.391,"15-49","Y"
50,2021.5,38144301.1622,"15-49","Y"
51,2021.5,468299.3069,"15-49","Y"
52,2021.5,38121.4758,"15-49","Y"
56,2021.5,1127441.8645,"15-49","Y"
60,2021.5,6473.4875,"15-49","Y"
64,2021.5,131567.7459,"15-49","Y"
68,2021.5,1823541.3173,"15-49","Y"
70,2021.5,467462.9652,"15-49","Y"
72,2021.5,313575.8616,"15-49","Y"
76,2021.5,32388449.808,"15-49","Y"
84,2021.5,70966.2896,"15-49","Y"
90,2021.5,109393.1143,"15-49","Y"
92,2021.5,4133.0876,"15-49","Y"
96,2021.5,64658.4844,"15-49","Y"
100,2021.5,837246.4798,"15-49","Y"
104,2021.5,8307673.6031,"15-49","Y"
108,2021.5,1586407.8699,"15-49","Y"
112,2021.5,1505937.9718,"15-49","Y"
116,2021.5,2854406.8414,"15-49","Y"
120,2021.5,3622731.4688,"15-49","Y"
124,2021.5,4450831.983,"15-49","Y"
132,2021.5,74452.7094,"15-49","Y"
136,2021.5,9465.8061,"15-49","Y"
140,2021.5,758790.0974,"15-49","Y"
144,2021.5,3567903.2603,"15-49","Y"
148,2021.5,2683987.4556,"15-49","Y"
152,2021.5,2266714.4181,"15-49","Y"
156,2021.5,253667952.8595,"15-49","Y"
158,2021.5,2957683.3416,"15-49","Y"
170,2021.5,7603943.9218,"15-49","Y"
174,2021.5,120444.3018,"15-49","Y"
175,2021.5,40837.141,"15-49","Y"
178,2021.5,729323.4848,"15-49","Y"
180,2021.5,11818413.4509,"15-49","Y"
184,2021.5,1800.9374,"15-49","Y"
188,2021.5,651075.9008,"15-49","Y"
191,2021.5,436304.2734,"15-49","Y"
192,2021.5,1475540.3625,"15-49","Y"
196,2021.5,169637.4777,"15-49","Y"
203,2021.5,1134232.266,"15-49","Y"
204,2021.5,2071855.8933,"15-49","Y"
208,2021.5,756927.5587,"15-49","Y"
212,2021.5,7596.0553,"15-49","Y"
214,2021.5,1508479.3539,"15-49","Y"
218,2021.5,2604105.7352,"15-49","Y"
222,2021.5,959138.4941,"15-49","Y"
226,2021.5,221201.8028,"15-49","Y"
231,2021.5,19698612.9515,"15-49","Y"
232,2021.5,461739.0012,"15-49","Y"
233,2021.5,148741.4477,"15-49","Y"
234,2021.5,3826.9191,"15-49","Y"
238,2021.5,437.2869,"15-49","Y"
242,2021.5,140572.0115,"15-49","Y"
246,2021.5,654650.3142,"15-49","Y"
250,2021.5,7591247.6295,"15-49","Y"
254,2021.5,25591.7092,"15-49","Y"
